x,y,z,parity
-0.92,-1.08,1.66,2.00
-0.99,-0.41,1.11,2.00
-0.27,0.17,-4.01,1.00
-0.14,0.52,0.82,2.00
2.20,4.28,1.65,2.00
0.83,-0.23,-1.46,1.00
0.11,-0.40,-0.96,1.00
-0.88,-0.51,0.43,2.00
-0.09,-3.64,-6.08,1.00
-0.70,-1.38,3.61,2.00
0.51,1.26,3.11,2.00
0.09,-0.18,0.14,2.00
0.40,-0.70,2.11,2.00
-1.26,-0.79,2.95,2.00
-0.04,0.04,-1.11,1.00
0.36,0.10,0.06,2.00
-0.65,0.81,-1.25,1.00
-0.73,0.76,3.41,2.00
-3.31,-4.28,4.70,2.00
4.18,0.82,8.76,2.00
0.01,-0.00,-1.61,1.00
-2.74,1.15,2.19,2.00
-0.81,1.52,-2.11,1.00
1.15,0.42,-9.75,1.00
-0.51,0.66,2.43,2.00
-1.22,1.66,2.55,2.00
-0.38,-0.42,-1.38,1.00
-0.82,-0.11,-2.11,1.00
-0.13,0.98,-1.11,1.00
-0.06,-1.07,1.39,2.00
0.10,0.10,-2.77,1.00
1.55,-2.70,-1.71,1.00
-0.15,1.13,4.06,2.00
0.00,0.01,2.24,2.00
0.17,-0.16,-2.52,1.00
-0.09,0.10,0.41,2.00
-0.86,-2.31,3.34,2.00
-0.62,0.39,2.54,2.00
-2.11,1.95,3.69,2.00
0.81,1.01,-4.16,1.00
-0.17,-0.10,-2.10,1.00
-0.09,2.03,8.01,2.00
1.76,-0.19,7.65,2.00
-0.91,1.05,-1.12,1.00
0.10,-0.21,2.36,2.00
-0.21,0.10,-0.85,1.00
0.01,0.75,2.34,2.00
-0.14,-0.17,1.27,2.00
0.09,0.23,-1.96,1.00
-0.05,-0.52,0.57,2.00
-3.86,-5.94,-4.13,1.00
0.21,-0.10,-0.56,1.00
0.44,0.20,3.03,2.00
7.75,-1.84,4.40,2.00
-0.92,-2.20,-1.65,1.00
-1.09,0.21,6.17,2.00
-0.05,-0.09,1.08,2.00
-3.16,0.02,1.84,2.00
-1.13,1.92,-4.35,1.00
-0.07,-0.29,-3.16,1.00
-0.78,0.71,1.89,2.00
0.19,0.02,1.35,2.00
0.35,-0.17,-2.25,1.00
-0.20,0.06,-3.24,1.00
0.58,0.51,0.73,2.00
0.06,1.76,-1.54,1.00
-0.31,-2.00,-0.79,1.00
1.09,-1.72,-2.44,1.00
1.58,-0.90,-3.90,1.00
1.51,-1.77,1.09,2.00
0.43,0.17,-1.92,1.00
0.28,-0.07,-1.99,1.00
0.72,3.40,2.71,2.00
1.57,-0.02,3.71,2.00
-1.53,-1.34,-0.75,1.00
-0.04,0.02,0.99,2.00
-0.65,0.97,2.37,2.00
0.17,0.59,-2.91,1.00
-0.45,0.17,-1.80,1.00
-0.56,-0.28,-1.69,1.00
0.27,0.22,-2.36,1.00
0.63,-0.52,1.38,2.00
0.70,-0.40,1.09,2.00
2.05,0.97,-5.39,1.00
0.40,-0.11,-2.00,1.00
0.07,0.64,-0.36,1.00
0.37,-0.60,-1.15,1.00
-0.06,0.79,-1.76,1.00
-0.02,-0.20,-3.11,1.00
-0.09,-0.10,0.52,2.00
-0.03,0.05,-4.27,1.00
-1.17,0.49,2.26,2.00
0.01,-0.28,3.21,2.00
0.06,0.11,-1.08,1.00
0.55,-0.34,1.41,2.00
0.31,-0.14,0.75,2.00
-1.00,0.48,1.70,2.00
-0.21,0.46,2.11,2.00
-0.26,1.80,-7.71,1.00
-0.26,0.70,-2.10,1.00
1.41,-1.24,3.24,2.00
2.17,3.08,6.12,2.00
0.02,-0.15,-2.06,1.00
-0.01,2.00,-2.52,1.00
0.64,-0.19,0.74,2.00
-1.16,-0.12,-4.05,1.00
-0.65,1.16,3.84,2.00
1.66,-4.11,2.90,2.00
-0.00,-0.01,-0.56,1.00
-0.14,0.15,-0.63,1.00
-1.37,-5.47,6.55,2.00
1.72,-0.50,2.08,2.00
0.20,-1.07,3.09,2.00
2.49,-0.51,1.48,2.00
0.81,0.50,2.52,2.00
0.02,0.02,2.81,2.00
-0.81,-0.07,2.95,2.00
0.78,-2.75,4.40,2.00
-0.35,0.67,4.65,2.00
-0.41,-0.27,0.34,2.00
1.67,1.11,-3.60,1.00
0.15,0.17,2.58,2.00
-0.45,-1.14,0.95,2.00
-0.27,0.26,-1.35,1.00
-1.34,2.67,2.27,2.00
-0.35,-0.35,-3.05,1.00
0.55,-0.61,0.61,2.00
-0.39,0.54,1.14,2.00
-0.38,0.22,-1.09,1.00
0.95,-0.44,1.46,2.00
1.01,-0.19,4.49,2.00
0.05,0.10,-1.20,1.00
-0.24,1.57,6.79,2.00
-0.64,0.46,-2.29,1.00
0.88,-0.35,1.89,2.00
-0.94,-0.52,-1.20,1.00
0.07,0.05,2.22,2.00
-0.08,0.08,-2.11,1.00
0.00,-0.07,1.74,2.00
-0.00,-0.01,0.42,2.00
-0.11,0.55,-2.03,1.00
-0.79,1.36,-0.77,1.00
1.17,0.11,0.94,2.00
-0.14,-0.17,4.00,2.00
0.14,-0.68,-0.87,1.00
-0.11,-0.05,0.42,2.00
-0.11,-0.51,-2.63,1.00
-0.01,-0.14,2.08,2.00
0.06,-0.10,0.46,2.00
-3.04,-2.04,-1.62,1.00
1.19,3.60,5.30,2.00
-1.59,-1.13,-2.58,1.00
-0.14,-0.15,2.19,2.00
0.85,-0.12,1.53,2.00
-1.93,1.21,-2.72,1.00
-0.12,0.32,0.88,2.00
-1.04,-1.06,3.20,2.00
-1.05,1.50,-2.66,1.00
-1.03,-0.15,-1.28,1.00
-0.07,-1.20,-2.98,1.00
0.99,-1.42,-2.16,1.00
1.49,-0.17,-4.32,1.00
-0.09,0.05,-0.22,1.00
-2.36,0.63,-2.26,1.00
0.76,-0.25,2.90,2.00
0.39,1.74,3.07,2.00
3.33,2.35,-3.51,1.00
0.24,0.69,1.28,2.00
-0.02,0.50,0.97,2.00
0.04,0.46,-5.05,1.00
-0.61,0.59,0.46,2.00
0.91,0.64,6.34,2.00
2.14,2.11,7.71,2.00
-0.31,-0.45,0.94,2.00
-0.62,-2.98,2.97,2.00
-0.39,-0.40,-3.66,1.00
-0.88,-0.06,3.03,2.00
0.43,2.38,1.77,2.00
-1.35,-2.31,0.58,2.00
0.99,0.50,-0.74,1.00
-1.94,0.15,-0.10,1.00
-2.90,1.24,-1.91,1.00
-0.04,0.02,0.43,2.00
0.85,-0.56,-2.85,1.00
-1.36,-0.86,1.84,2.00
-0.32,0.95,2.36,2.00
0.94,-0.07,-0.76,1.00
-0.08,1.99,-3.46,1.00
-0.10,0.05,-1.82,1.00
0.70,0.72,2.53,2.00
-0.44,-1.13,-4.22,1.00
0.58,0.25,0.36,2.00
-0.22,0.06,-2.10,1.00
0.72,0.98,4.75,2.00
-0.72,0.64,1.81,2.00
1.99,1.26,-2.11,1.00
0.09,0.13,-1.27,1.00
1.90,1.31,-1.49,1.00
-0.72,-0.07,-3.70,1.00
-1.73,-0.14,-3.74,1.00
-0.40,-0.72,-1.39,1.00
-1.26,1.55,-2.61,1.00
-0.08,-0.10,1.19,2.00
-0.16,1.04,0.87,2.00
-0.98,-2.15,-2.02,1.00
-1.36,-0.68,1.42,2.00
1.18,-0.35,2.63,2.00
-0.71,2.48,2.80,2.00
-1.78,-0.13,5.11,2.00
-1.73,-1.16,-2.21,1.00
0.22,-1.34,4.13,2.00
-0.73,0.01,2.21,2.00
1.72,0.26,1.95,2.00
-0.41,-0.20,1.76,2.00
0.02,0.20,-3.19,1.00
-0.05,0.06,1.17,2.00
0.80,0.64,0.75,2.00
-1.98,-0.71,1.68,2.00
-1.67,-0.31,1.66,2.00
-0.45,-0.57,-0.99,1.00
3.19,0.76,3.82,2.00
0.57,0.52,-2.45,1.00
-0.16,1.14,-2.43,1.00
-2.15,-1.10,3.97,2.00
0.94,1.60,-1.81,1.00
-3.99,-1.25,3.08,2.00
0.25,0.13,-1.59,1.00
-1.19,0.01,1.90,2.00
0.42,0.44,1.05,2.00
-0.14,-0.06,1.55,2.00
-0.17,1.38,1.99,2.00
0.28,-0.28,-5.80,1.00
-2.93,2.53,-2.58,1.00
0.32,-0.25,-4.84,1.00
0.55,0.07,-1.23,1.00
1.70,-2.32,-0.84,1.00
-0.08,-0.49,2.45,2.00
-0.27,-0.01,-0.76,1.00
0.23,-0.32,0.78,2.00
-0.02,0.65,1.26,2.00
-2.42,1.15,1.94,2.00
1.01,1.13,2.07,2.00
-0.01,0.12,2.34,2.00
-3.87,1.92,-4.29,1.00
0.73,0.92,-1.10,1.00
0.09,-2.67,-3.56,1.00
-0.11,0.63,3.72,2.00
0.14,0.24,0.28,2.00
-0.05,-1.00,1.96,2.00
0.09,0.78,1.62,2.00
0.30,-0.10,-7.15,1.00
-0.09,-0.04,1.05,2.00
-2.09,2.37,-1.09,1.00
1.45,0.03,-2.90,1.00
-0.91,-0.63,2.60,2.00
-0.07,1.76,3.25,2.00
-0.04,0.11,-0.14,1.00
-0.02,-0.21,-1.60,1.00
-3.54,0.52,3.84,2.00
0.26,-0.05,2.33,2.00
-1.81,0.32,4.82,2.00
-0.06,0.86,-1.98,1.00
-0.13,-1.04,-1.96,1.00
-2.21,1.06,-7.72,1.00
0.39,-0.37,-0.65,1.00
-0.84,-0.26,0.53,2.00
-1.24,-2.59,-4.75,1.00
0.59,-1.35,4.33,2.00
1.16,-0.83,-0.71,1.00
0.26,-0.05,-1.43,1.00
2.48,1.88,3.33,2.00
1.09,-0.76,-0.61,1.00
0.03,-0.48,0.43,2.00
1.09,0.89,3.14,2.00
0.01,-0.12,-3.42,1.00
-0.19,-0.65,-2.42,1.00
4.53,-1.65,-4.75,1.00
-0.36,0.11,-1.89,1.00
-1.13,-0.32,1.40,2.00
0.08,0.09,3.50,2.00
0.70,-2.14,3.07,2.00
-1.03,0.95,-1.72,1.00
-0.05,-0.16,-3.55,1.00
1.45,2.01,-1.71,1.00
-0.52,-0.38,5.12,2.00
0.01,-0.00,1.23,2.00
-0.69,0.74,2.14,2.00
0.04,-0.53,0.59,2.00
-0.21,-0.28,-1.21,1.00
-0.06,0.11,-2.24,1.00
-0.02,-0.06,1.50,2.00
-0.72,-0.50,1.61,2.00
1.27,1.56,-3.00,1.00
-0.25,0.04,1.64,2.00
-1.01,1.27,3.64,2.00
0.62,-1.05,-3.04,1.00
0.00,-0.51,-2.13,1.00
0.22,-0.66,-1.37,1.00
-0.58,0.27,-4.56,1.00
-0.06,-0.49,-3.89,1.00
-0.10,-0.78,1.82,2.00
-0.34,-0.84,-3.11,1.00
0.86,0.56,-3.08,1.00
2.48,1.00,0.59,2.00
-0.02,-0.03,-5.93,1.00
1.62,0.29,-2.69,1.00
-0.95,-0.53,8.54,2.00
3.93,-0.37,2.12,2.00
-1.00,0.27,4.87,2.00
-0.89,-1.33,2.24,2.00
0.74,0.89,-8.36,1.00
0.52,-1.23,2.04,2.00
0.97,1.51,1.93,2.00
0.30,0.09,0.49,2.00
-0.27,-0.03,1.47,2.00
0.21,-0.66,2.78,2.00
-0.40,-0.60,1.08,2.00
-0.02,0.03,-1.85,1.00
0.79,1.06,1.40,2.00
0.11,0.08,-0.72,1.00
-0.18,0.97,1.03,2.00
0.14,1.17,-2.06,1.00
0.16,-0.36,-0.34,1.00
0.49,0.56,2.58,2.00
0.46,-0.15,1.86,2.00
0.77,-1.58,1.60,2.00
0.12,0.05,-3.70,1.00
-0.93,-0.26,1.49,2.00
1.10,-0.36,-2.73,1.00
-0.06,0.16,1.42,2.00
-2.17,-0.59,1.46,2.00
0.13,-0.12,2.80,2.00
0.13,0.06,-3.43,1.00
0.60,0.22,1.61,2.00
0.46,-0.30,-0.50,1.00
-0.11,-0.09,1.19,2.00
0.45,-0.66,-2.13,1.00
0.15,0.39,-1.60,1.00
-0.33,0.32,-0.71,1.00
0.96,0.58,-3.45,1.00
1.10,-1.53,-1.94,1.00
1.01,-0.04,1.35,2.00
-0.07,-0.06,-4.73,1.00
-0.02,-0.00,-0.45,1.00
-0.10,0.05,-3.25,1.00
-0.38,0.04,-1.76,1.00
0.17,0.00,3.25,2.00
-0.62,0.19,1.02,2.00
0.14,-0.38,2.04,2.00
0.45,-0.53,3.00,2.00
0.60,1.47,-3.63,1.00
0.55,0.03,0.39,2.00
1.07,-0.50,2.49,2.00
0.41,0.18,-0.67,1.00
1.34,-3.24,3.96,2.00
0.54,0.72,1.49,2.00
0.73,-0.01,4.81,2.00
-2.09,-1.19,2.12,2.00
-1.73,-2.19,4.46,2.00
-0.32,0.27,-4.99,1.00
-0.34,0.61,-4.22,1.00
0.83,-0.32,-3.35,1.00
-0.16,0.56,-1.43,1.00
1.26,-2.69,4.36,2.00
1.18,-0.82,-3.49,1.00
0.57,-0.44,4.05,2.00
-0.28,0.02,1.96,2.00
-0.67,0.51,-3.06,1.00
0.03,-0.39,0.53,2.00
0.01,-0.25,1.61,2.00
-0.93,-0.09,-1.03,1.00
0.78,2.12,-3.46,1.00
-0.33,0.30,-1.26,1.00
-0.60,0.07,1.39,2.00
-0.53,0.47,-2.50,1.00
-3.57,1.81,5.77,2.00
-0.17,-0.10,3.35,2.00
-3.02,0.37,4.31,2.00
-0.85,-0.32,-0.39,1.00
-1.05,1.33,2.58,2.00
0.47,0.33,-3.34,1.00
0.29,0.24,3.71,2.00
1.73,2.23,1.98,2.00
0.19,0.65,-3.52,1.00
4.54,-1.96,-4.78,1.00
0.24,0.01,-1.59,1.00
-0.47,-2.38,-5.35,1.00
1.05,-0.70,1.59,2.00
-2.32,2.54,8.12,2.00
-2.49,1.44,3.68,2.00
0.27,0.86,-3.67,1.00
-1.05,-0.03,-2.86,1.00
-1.27,0.69,2.34,2.00
-0.03,-0.08,-2.64,1.00
-1.37,1.78,1.00,2.00
0.20,-0.03,1.34,2.00
0.10,0.10,-0.48,1.00
0.16,1.34,5.92,2.00
2.37,-0.13,2.53,2.00
2.36,-3.02,-5.26,1.00
0.22,0.14,-0.64,1.00
0.28,0.10,0.46,2.00
0.08,-4.11,4.33,2.00
-0.39,-1.79,1.98,2.00
0.32,0.05,-2.15,1.00
-0.50,0.98,0.37,2.00
-0.63,-2.02,-2.84,1.00
-0.18,0.21,-1.17,1.00
1.11,0.97,2.02,2.00
1.62,-1.60,3.93,2.00
0.08,-0.15,-2.21,1.00
-0.33,0.33,1.46,2.00
-0.35,0.53,-0.85,1.00
-0.18,0.02,-1.27,1.00
-0.94,0.94,-1.96,1.00
-0.61,-0.97,1.68,2.00
0.52,-1.62,3.12,2.00
0.94,0.61,-4.04,1.00
-0.96,0.84,1.99,2.00
0.10,-0.17,0.53,2.00
0.34,-0.69,-0.40,1.00
-0.18,0.48,1.21,2.00
-1.93,0.73,-3.44,1.00
-1.05,-2.96,-5.44,1.00
0.30,0.06,0.80,2.00
-0.23,0.44,-0.44,1.00
1.11,-0.25,-2.12,1.00
-0.11,-0.08,1.42,2.00
-1.66,1.82,-2.72,1.00
-1.80,-1.94,5.11,2.00
0.01,-0.00,-1.83,1.00
0.18,-0.32,1.92,2.00
0.09,-3.02,-0.97,1.00
1.51,-0.77,-4.05,1.00
0.39,0.71,5.54,2.00
0.86,0.88,-3.74,1.00
0.91,1.59,3.34,2.00
0.66,-1.02,-4.09,1.00
-0.06,0.49,0.77,2.00
0.82,0.78,-1.06,1.00
0.09,0.01,-1.50,1.00
0.28,-0.06,-1.08,1.00
-1.86,-0.58,1.48,2.00
1.32,0.42,2.70,2.00
0.49,-0.24,-3.69,1.00
0.05,-0.39,-1.82,1.00
1.05,0.22,0.67,2.00
-0.20,-0.29,-3.78,1.00
-0.06,0.19,0.76,2.00
1.36,-0.35,3.11,2.00
0.00,-0.01,-1.44,1.00
-3.91,-4.92,2.74,2.00
-0.55,-0.84,1.47,2.00
-1.87,-0.61,1.53,2.00
-1.07,-3.11,4.25,2.00
-0.57,0.19,1.62,2.00
-0.74,-1.27,-2.38,1.00
0.06,1.86,-1.91,1.00
-0.31,0.01,-1.27,1.00
-1.35,0.59,-2.64,1.00
0.72,-0.28,5.20,2.00
0.05,-0.55,-2.62,1.00
-0.75,0.29,-2.31,1.00
0.13,-0.04,-0.75,1.00
-0.33,0.47,-3.05,1.00
2.26,1.03,2.83,2.00
-2.98,1.10,3.29,2.00
1.45,0.33,1.55,2.00
-0.03,0.03,-0.55,1.00
-0.72,0.33,0.53,2.00
-0.27,-0.36,-1.02,1.00
0.01,-0.00,1.70,2.00
-0.91,-0.85,-3.18,1.00
0.11,-0.15,1.81,2.00
0.11,1.45,-2.25,1.00
-0.98,-0.23,2.25,2.00
-0.63,0.20,2.15,2.00
0.83,-0.43,-2.85,1.00
1.86,0.37,-4.02,1.00
1.42,2.52,-6.47,1.00
-0.51,-0.46,-0.91,1.00
-1.65,-1.37,-1.80,1.00
-0.22,-0.55,-0.75,1.00
-0.40,-1.21,-2.39,1.00
-0.65,1.46,-3.59,1.00
0.75,0.14,2.29,2.00
-0.33,-0.91,2.50,2.00
0.32,0.67,-2.89,1.00
0.00,-0.04,1.58,2.00
-1.77,1.67,-2.08,1.00
-0.88,0.80,-2.51,1.00
1.28,-0.81,2.36,2.00
0.58,-0.17,3.02,2.00
-0.83,-0.28,1.43,2.00
0.03,-0.06,-0.35,1.00
-1.10,-1.24,1.31,2.00
0.01,-0.24,3.04,2.00
-0.73,0.99,2.90,2.00
0.02,-0.68,1.66,2.00
0.25,0.41,2.26,2.00
0.10,-2.72,2.52,2.00
0.04,-0.07,0.70,2.00
-0.30,0.18,-1.64,1.00
0.25,0.68,-3.61,1.00
-0.46,-0.45,2.57,2.00
-0.57,0.53,-2.09,1.00
0.46,0.23,0.63,2.00
0.00,-1.46,1.58,2.00
-0.08,0.10,2.20,2.00
-0.69,1.30,-4.74,1.00
-0.57,-0.03,9.71,2.00
-0.00,0.05,-2.21,1.00
0.27,-0.23,-1.41,1.00
-1.04,1.46,-5.18,1.00
0.95,-0.93,1.17,2.00
0.56,-0.07,1.72,2.00
0.78,1.82,2.88,2.00
0.72,0.92,-2.29,1.00
1.46,1.08,2.28,2.00
-0.69,-1.51,-3.05,1.00
-0.27,0.20,3.17,2.00
-1.41,-0.64,-1.54,1.00
1.10,0.18,-1.67,1.00
1.60,0.33,2.55,2.00
0.53,-2.34,1.91,2.00
0.02,0.34,1.37,2.00
2.30,-1.24,-3.51,1.00
-0.66,-0.24,-0.64,1.00
0.35,-0.33,1.64,2.00
0.01,-0.00,-1.12,1.00
-0.02,-0.90,-2.24,1.00
2.87,0.95,-5.76,1.00
0.18,-1.25,-4.36,1.00
0.05,-0.41,1.06,2.00
0.25,0.54,2.51,2.00
-1.72,-1.27,-3.25,1.00
-0.26,-0.43,2.80,2.00
0.62,-0.06,-0.81,1.00
0.85,0.76,-0.93,1.00
-0.22,0.33,0.58,2.00
-0.89,0.12,-2.82,1.00
1.39,-0.71,-4.54,1.00
-0.34,-0.38,-2.90,1.00
-0.38,-0.07,-0.11,1.00
3.79,0.58,2.60,2.00
-0.21,0.20,-3.34,1.00
2.60,-1.42,6.54,2.00
0.01,0.62,-0.68,1.00
-1.13,0.91,1.33,2.00
0.96,0.29,0.19,2.00
0.01,0.11,-3.68,1.00
-1.29,-0.37,-6.16,1.00
-0.27,0.55,-1.70,1.00
1.38,1.27,2.09,2.00
0.00,0.62,-0.87,1.00
-1.43,0.85,-2.69,1.00
-0.70,-0.60,4.63,2.00
-2.27,1.34,4.45,2.00
1.15,0.51,3.62,2.00
-0.15,-0.76,7.38,2.00
-1.13,-1.74,3.20,2.00
-0.10,0.11,-1.53,1.00
1.93,0.92,-1.30,1.00
-1.76,-1.22,6.65,2.00
0.19,0.28,0.79,2.00
-2.59,-1.84,-3.61,1.00
-0.34,1.02,-7.01,1.00
-0.47,-2.13,2.59,2.00
-0.82,-0.62,-1.67,1.00
0.30,-0.39,-3.17,1.00
-0.06,2.28,-3.23,1.00
0.46,1.68,-4.55,1.00
-0.50,0.11,1.42,2.00
-0.02,0.04,-0.92,1.00
0.10,-0.07,1.92,2.00
0.29,0.22,3.05,2.00
-0.84,0.26,3.96,2.00
0.24,0.14,-1.18,1.00
1.24,1.34,-1.28,1.00
-1.85,-0.37,-1.32,1.00
-1.80,-2.16,1.65,2.00
0.53,-1.91,-2.02,1.00
-0.47,0.27,-2.80,1.00
0.36,-0.16,2.01,2.00
-1.33,-0.62,1.81,2.00
0.07,0.30,2.65,2.00
-0.06,-0.00,2.73,2.00
0.36,0.84,2.21,2.00
0.23,0.14,-4.58,1.00
-3.73,1.85,3.93,2.00
0.58,-0.96,-3.65,1.00
-0.37,0.47,-5.61,1.00
-1.75,0.28,-1.60,1.00
2.50,0.91,-2.72,1.00
-0.67,-0.10,-1.26,1.00
-0.69,-0.71,-1.48,1.00
0.29,-0.46,-2.15,1.00
-0.83,0.69,-3.54,1.00
-1.21,-1.46,2.89,2.00
1.72,-0.43,1.92,2.00
-3.40,-0.10,-2.34,1.00
-1.38,-1.44,-4.26,1.00
0.78,2.60,-1.87,1.00
0.55,-0.18,4.85,2.00
0.06,0.07,3.41,2.00
-2.13,-0.58,2.31,2.00
0.90,-0.04,-4.31,1.00
-0.42,0.45,8.84,2.00
-0.21,-0.19,-1.59,1.00
0.58,0.73,3.16,2.00
-0.02,0.25,-3.85,1.00
0.25,0.14,-1.37,1.00
2.77,0.35,-2.41,1.00
-0.00,0.45,1.42,2.00
-0.27,0.64,0.93,2.00
0.27,0.04,-2.63,1.00
-4.07,-3.07,5.10,2.00
-0.03,0.04,-2.12,1.00
-0.99,-0.04,1.06,2.00
0.18,3.21,-1.23,1.00
0.44,0.16,3.55,2.00
-2.36,0.85,2.39,2.00
1.71,2.28,-2.13,1.00
-0.99,-2.80,-1.84,1.00
-3.13,2.18,-4.82,1.00
0.34,0.03,4.06,2.00
0.61,-0.52,-4.27,1.00
-0.13,0.10,-1.70,1.00
0.63,0.43,-1.37,1.00
-0.63,0.26,4.91,2.00
-0.27,1.23,-1.37,1.00
0.16,-0.30,-2.67,1.00
1.19,-1.50,3.11,2.00
0.69,-0.06,1.25,2.00
0.09,0.70,0.85,2.00
-1.18,-0.80,-3.72,1.00
0.86,-0.61,-3.31,1.00
2.19,1.97,4.64,2.00
2.34,-0.27,-4.98,1.00
1.45,-0.99,-4.89,1.00
-0.63,0.57,-2.92,1.00
0.49,0.06,-2.20,1.00
-1.12,1.85,-1.21,1.00
-1.20,-1.80,-2.60,1.00
-0.05,0.39,1.78,2.00
-0.15,0.82,1.29,2.00
-0.08,1.57,-1.94,1.00
0.09,-0.50,-1.67,1.00
0.95,-2.00,-2.79,1.00
0.61,2.23,1.22,2.00
-1.53,0.92,1.57,2.00
2.05,-3.57,-1.53,1.00
0.75,-0.24,1.48,2.00
-0.20,0.43,1.71,2.00
1.11,-1.38,-2.37,1.00
1.26,-0.75,0.61,2.00
0.00,4.66,-3.52,1.00
0.91,-0.87,6.89,2.00
-1.41,-2.82,-1.68,1.00
0.76,0.17,2.33,2.00
-0.03,-0.08,1.06,2.00
-0.75,-0.52,3.07,2.00
-0.05,-0.02,-2.09,1.00
0.02,0.04,-0.13,1.00
0.18,0.82,3.75,2.00
0.26,-1.25,3.67,2.00
-0.22,0.93,-2.91,1.00
-1.15,-0.47,3.51,2.00
0.66,-0.29,0.85,2.00
0.37,-0.09,2.27,2.00
-0.87,-0.58,-2.05,1.00
-0.16,-0.05,-1.64,1.00
0.60,-1.08,-5.11,1.00
-1.10,-0.53,2.14,2.00
-0.06,-0.69,2.28,2.00
0.91,1.57,8.02,2.00
1.59,0.42,-2.86,1.00
1.94,1.49,-4.26,1.00
0.02,0.16,2.44,2.00
-0.29,-0.40,2.35,2.00
-0.31,0.28,1.20,2.00
-0.38,0.58,-0.92,1.00
1.43,-1.81,-0.76,1.00
-1.76,-2.18,-3.14,1.00
0.03,0.59,0.64,2.00
-0.60,0.02,1.53,2.00
0.86,-1.86,1.85,2.00
0.68,0.66,2.03,2.00
-1.38,-0.27,-1.19,1.00
0.19,0.05,0.52,2.00
-1.41,1.03,1.91,2.00
1.92,2.34,-1.62,1.00
0.07,1.58,-3.09,1.00
1.20,0.90,7.06,2.00
2.96,-0.28,-6.84,1.00
2.67,0.05,-4.52,1.00
-0.02,-0.47,0.67,2.00
0.41,0.09,1.44,2.00
-0.49,-1.43,2.68,2.00
-0.38,-1.66,-1.76,1.00
0.82,1.92,3.62,2.00
0.00,0.00,1.27,2.00
-0.18,0.76,-6.43,1.00
0.82,0.39,-5.18,1.00
0.05,-0.03,-2.94,1.00
0.77,-1.95,-2.30,1.00
0.74,0.57,7.86,2.00
0.09,-0.15,-2.28,1.00
-0.01,-0.07,-1.97,1.00
-0.97,-0.51,2.84,2.00
0.00,1.30,-1.42,1.00
0.38,1.38,2.34,2.00
-0.55,0.35,1.81,2.00
-0.29,-1.27,6.73,2.00
0.64,-0.09,-1.53,1.00
-2.56,-0.88,3.19,2.00
-0.40,0.17,1.79,2.00
-0.20,0.01,-2.05,1.00
0.12,-0.10,3.20,2.00
0.07,0.16,-2.81,1.00
-0.06,0.00,0.65,2.00
0.04,0.56,-0.42,1.00
1.02,0.60,1.35,2.00
-0.91,0.34,0.77,2.00
0.01,0.17,1.70,2.00
-0.37,0.55,-0.89,1.00
-0.23,1.48,-2.60,1.00
0.02,0.01,3.10,2.00
0.12,0.98,2.91,2.00
-0.01,0.08,0.38,2.00
-0.98,-0.62,-3.00,1.00
0.07,-0.02,-2.73,1.00
-0.03,-0.01,1.19,2.00
-1.11,-1.98,-2.86,1.00
0.99,0.77,-2.55,1.00
-0.16,0.06,-3.00,1.00
-0.48,-0.05,-1.85,1.00
-0.80,2.42,2.49,2.00
1.18,-0.61,-3.45,1.00
1.32,-0.49,-2.08,1.00
2.21,-0.27,-4.28,1.00
-0.23,0.07,-1.63,1.00
2.15,0.57,-2.24,1.00
-2.46,2.90,4.21,2.00
-0.01,-0.01,-6.47,1.00
0.08,-0.13,-0.14,1.00
-0.23,-0.51,4.09,2.00
0.01,1.32,-3.41,1.00
0.22,-0.22,1.00,2.00
-4.98,-5.24,6.38,2.00
1.20,-0.09,-3.07,1.00
0.23,0.80,2.37,2.00
-0.33,1.33,6.07,2.00
-0.48,-0.09,-1.52,1.00
-1.88,-1.30,3.02,2.00
1.50,0.12,2.86,2.00
1.58,-0.25,4.55,2.00
0.20,-0.63,7.63,2.00
1.57,-0.54,-3.00,1.00
-0.22,3.18,-5.00,1.00
-0.54,1.52,1.77,2.00
0.03,-0.45,-0.90,1.00
0.15,-0.18,0.88,2.00
1.02,1.46,-2.17,1.00
-0.07,0.43,-2.26,1.00
0.18,-1.22,1.68,2.00
-0.62,0.27,2.57,2.00
-0.28,1.28,4.64,2.00
0.01,0.31,1.48,2.00
-0.04,-2.22,3.76,2.00
1.92,-2.25,4.76,2.00
0.19,-0.46,-0.98,1.00
0.61,0.90,-1.30,1.00
-0.44,0.63,-4.08,1.00
-1.31,-0.23,-4.09,1.00
-1.51,-0.62,-1.73,1.00
-1.29,0.02,4.11,2.00
0.02,-0.01,3.39,2.00
-0.28,-0.11,1.55,2.00
-1.78,-0.10,-1.40,1.00
2.49,-0.45,1.04,2.00
-0.91,-0.26,-2.95,1.00
0.19,-0.24,3.22,2.00
2.50,0.33,4.25,2.00
-0.36,0.98,4.92,2.00
-1.31,-1.03,-3.26,1.00
0.65,-0.55,-0.30,1.00
-0.61,-1.88,-4.85,1.00
-1.10,-0.19,2.24,2.00
0.01,-0.48,0.66,2.00
0.14,-0.19,2.94,2.00
0.18,-0.56,2.68,2.00
-2.41,-1.66,-1.72,1.00
-1.62,-0.96,-3.23,1.00
-1.34,-0.63,-5.78,1.00
-0.01,0.00,0.71,2.00
0.48,-0.08,1.05,2.00
-0.08,-0.36,1.83,2.00
-0.25,0.44,3.13,2.00
